TYPEID;ATTRIBUTEID;VALUEINT;VALUEFLOAT
15727;1692;;4
15729;9;40;
15729;30;1;
15729;50;30;
15729;148;;1
15729;182;3394;
15729;277;3;
15729;422;1;
15729;633;9;
15729;984;;-22.5
15729;985;;-22.5
15729;986;;-22.5
15729;987;;-22.5
15729;1692;;4
15731;9;40;
15731;30;1;
15731;50;25;
15731;148;;1
15731;182;3394;
15731;277;3;
15731;422;1;
15731;633;8;
15731;984;;0
15731;985;;0
15731;986;;0
15731;987;;-37.5
15731;1692;;4
15733;9;40;
15733;30;1;
15733;50;25;
15733;148;;1
15733;182;3394;
15733;277;3;
15733;422;1;
15733;633;8;
15733;984;;-37.5
15733;985;;0
15733;986;;0
15733;987;;0
15733;1692;;4
15735;9;40;
15735;30;1;
15735;50;25;
15735;148;;1
15735;182;3394;
15735;277;3;
15735;422;1;
15735;633;8;
15735;984;;0
15735;985;;-37.5
15735;986;;0
15735;987;;0
15735;1692;;4
15737;9;40;
15737;30;1;
15737;50;25;
15737;148;;1
15737;182;3394;
15737;277;3;
15737;422;1;
15737;633;8;
15737;984;;0
15737;985;;0
15737;986;;-37.5
15737;987;;0
15737;1692;;4
15739;9;40;
15739;30;1;
15739;50;30;
15739;148;;1
15739;182;3394;
15739;277;3;
15739;422;1;
15739;633;8;
15739;984;;-20
15739;985;;-20
15739;986;;-20
15739;987;;-20
15739;1692;;4
15741;6;45;
15741;9;40;
15741;30;5;
15741;50;4;
15741;73;;6000
15741;84;;104
15741;182;3393;
15741;183;3392;
15741;277;1;
15741;278;1;
15741;422;1;
15741;633;9;
15741;1180;;0.01
15741;1206;;-15
15741;1211;;5.4
15741;1212;1;
15741;1230;;10
15741;1692;;4
15742;6;180;
15742;9;40;
15742;30;;120
15742;50;21;
15742;73;;12000
15742;84;;414
15742;182;3393;
15742;183;3392;
15742;277;1;
15742;278;2;
15742;422;1;
15742;633;9;
15742;1180;;0.01
15742;1206;;-15
15742;1211;;5.3
15742;1212;1;
15742;1230;;10
15742;1692;;4
15743;6;450;
15743;9;40;
15743;30;;1800
15743;50;46;
15743;73;;15000
15743;84;;1035
15743;182;3393;
15743;183;3392;
15743;277;1;
15743;278;3;
15743;422;1;
15743;633;9;
15743;1180;;0.01
15743;1206;;-15
15743;1211;;5.4
15743;1212;1;
15743;1230;;10
15743;1692;;4
15744;6;40;
15744;9;40;
15744;30;5;
15744;50;4;
15744;73;;6000
15744;84;;92
15744;182;3393;
15744;183;3392;
15744;277;1;
15744;278;1;
15744;422;1;
15744;633;8;
15744;1180;;0.01
15744;1206;;-15
15744;1211;;5.4
15744;1212;1;
15744;1230;;10
15744;1692;;4
15745;6;160;
15745;9;40;
15745;30;;120
15745;50;21;
15745;73;;12000
15745;84;;368
15745;182;3393;
15745;183;3392;
15745;277;1;
15745;278;2;
15745;422;1;
15745;633;8;
15745;1180;;0.01
15745;1206;;-15
15745;1211;;5.3
15745;1212;1;
15745;1230;;10
15745;1692;;4
15746;6;400;
15746;9;40;
15746;30;;1800
15746;50;46;
15746;73;;15000
15746;84;;920
15746;182;3393;
15746;183;3392;
15746;277;1;
15746;278;3;
15746;422;1;
15746;633;8;
15746;1180;;0.01
15746;1206;;-15
15746;1211;;5.4
15746;1212;1;
15746;1230;;10
15746;1692;;4
15747;6;;40
15747;9;40;
15747;20;;500
15747;30;17;
15747;50;25;
15747;73;;10000
15747;147;;0.89
15747;182;3454;
15747;277;1;
15747;422;1;
15747;554;;467
15747;567;1500000;
15747;576;;0.01
15747;578;;1
15747;633;;8
15747;669;;0
15747;763;1;
15747;796;;500000
15747;801;1;
15747;914;;0
15747;920;;1.02
15747;1180;;0.04
15747;1211;;19
15747;1212;1;
15747;1223;50;
15747;1692;;4
15749;6;;15
15749;9;40;
15749;20;;144
15749;30;;11
15749;50;;15
15749;73;;10000
15749;147;;1
15749;182;3450;
15749;277;1;
15749;422;1;
15749;567;1500000;
15749;576;;0.01
15749;578;;1
15749;633;;8
15749;763;1;
15749;796;;500000
15749;801;0;
15749;914;;0
15749;920;;1.02
15749;1180;;0.04
15749;1211;;9.6
15749;1212;1;
15749;1223;50;
15749;1692;;4
15751;6;;160
15751;9;40;
15751;20;;500
15751;30;175;
15751;50;50;
15751;73;;10000
15751;147;;0.89
15751;182;3454;
15751;277;1;
15751;422;1;
15751;554;;467
15751;567;15000000;
15751;576;;0.01
15751;578;;1
15751;633;;8
15751;669;;0
15751;763;1;
15751;796;;5000000
15751;801;1;
15751;914;;0
15751;920;;1.02
15751;1180;;0.04
15751;1211;;11.4
15751;1212;1;
15751;1223;50;
15751;1692;;4
15753;6;;60
15753;9;40;
15753;20;;144
15753;30;;55
15753;50;;25
15753;73;;10000
15753;147;;1
15753;182;3450;
15753;277;1;
15753;422;1;
15753;567;15000000;
15753;576;;0.01
15753;578;;1
15753;633;;8
15753;763;1;
15753;796;;5000000
15753;801;0;
15753;914;;0
15753;920;;1.02
15753;1180;;0.04
15753;1211;;5.7
15753;1212;1;
15753;1223;50;
15753;1692;;4
15755;6;;600
15755;9;40;
15755;20;;500
15755;30;1375;
15755;50;75;
15755;73;;10000
15755;147;;0.89
15755;182;3454;
15755;277;1;
15755;422;1;
15755;554;;467
15755;567;150000000;
15755;576;;0.01
15755;578;;1
15755;633;;8
15755;669;;0
15755;763;1;
15755;796;;50000000
15755;801;1;
15755;914;;0
15755;920;;1.02
15755;1180;;0.04
15755;1211;;8.2
15755;1212;1;
15755;1223;50;
15755;1692;;4
15757;6;;241
15757;9;40;
15757;20;;144
15757;30;;688
15757;50;;50
15757;73;;10000
15757;147;;1
15757;182;3450;
15757;277;1;
15757;422;1;
15757;567;150000000;
15757;576;;0.01
15757;578;;1
15757;633;;8
15757;763;1;
15757;796;;50000000
15757;801;0;
15757;914;;0
15757;920;;1.02
15757;1180;;0.04
15757;1211;;4.1
15757;1212;1;
15757;1223;50;
15757;1692;;4
15759;6;;45
15759;9;40;
15759;20;;500
15759;30;15;
15759;50;28;
15759;73;;10000
15759;147;;0.86
15759;182;3454;
15759;277;1;
15759;422;1;
15759;554;;489
15759;567;1500000;
15759;576;;0.01
15759;578;;1
15759;633;;6
15759;669;;0
15759;763;1;
15759;796;;500000
15759;801;1;
15759;914;;1.02
15759;920;;0
15759;1180;;0.04
15759;1211;;19
15759;1212;1;
15759;1223;50;
15759;1692;;4
15761;6;;20
15761;9;40;
15761;20;;141
15761;30;;10
15761;50;;17
15761;73;;10000
15761;147;;1
15761;182;3450;
15761;277;1;
15761;422;1;
15761;567;1500000;
15761;576;;0.01
15761;578;;1
15761;633;;7
15761;763;1;
15761;796;;500000
15761;801;0;
15761;914;;1.02
15761;920;;0
15761;1180;;0.04
15761;1211;;9.6
15761;1212;1;
15761;1223;50;
15761;1692;;4
15764;6;;180
15764;9;40;
15764;20;;500
15764;30;150;
15764;50;55;
15764;73;;10000
15764;147;;0.86
15764;182;3454;
15764;277;1;
15764;422;1;
15764;554;;489
15764;567;15000000;
15764;576;;0.01
15764;578;;1
15764;633;;6
15764;669;;0
15764;763;1;
15764;796;;5000000
15764;801;1;
15764;914;;1.02
15764;920;;0
15764;1180;;0.04
15764;1211;;11.4
15764;1212;1;
15764;1223;50;
15764;1692;;4
15766;6;;80
15766;9;40;
15766;20;;141
15766;30;;50
15766;50;;28
15766;73;;10000
15766;147;;1
15766;182;3450;
15766;277;1;
15766;422;1;
15766;567;15000000;
15766;576;;0.01
15766;578;;1
15766;633;;7
15766;763;1;
15766;796;;5000000
15766;801;0;
15766;914;;1.02
15766;920;;0
15766;1180;;0.04
15766;1211;;5.7
15766;1212;1;
15766;1223;50;
15766;1692;;4
15768;6;;720
15768;9;40;
15768;20;;500
15768;30;1250;
15768;50;83;
15768;73;;10000
15768;147;;0.86
15768;182;3454;
15768;277;1;
15768;422;1;
15768;554;;489
15768;567;150000000;
15768;576;;0.01
15768;578;;1
15768;633;;6
15768;669;;0
15768;763;1;
15768;796;;50000000
15768;801;1;
15768;914;;1.02
15768;920;;0
15768;1180;;0.04
15768;1211;;8.2
15768;1212;1;
15768;1223;50;
15768;1692;;4
15770;6;;320
15770;9;40;
15770;20;;141
15770;30;;625
15770;50;;55
15770;73;;10000
15770;147;;1
15770;182;3450;
15770;277;1;
15770;422;1;
15770;567;150000000;
15770;576;;0.01
15770;578;;1
15770;633;;7
15770;763;1;
15770;796;;50000000
15770;801;0;
15770;914;;1.02
15770;920;;0
15770;1180;;0.04
15770;1211;;4.1
15770;1212;1;
15770;1223;50;
15770;1692;;4
15772;9;40;
15772;30;5;
15772;50;15;
15772;56;1;
15772;73;;11250
15772;182;3417;
15772;277;1;
15772;422;1;
15772;604;87;
15772;633;8;
15772;918;;0
15772;1180;;0.01
15772;1206;;-20
15772;1211;;5
15772;1212;1;
15772;1692;;4
15774;9;40;
15774;30;3;
15774;50;10;
15774;56;1;
15774;73;;11250
15774;182;3417;
15774;277;1;
15774;422;1;
15774;604;87;
15774;633;8;
15774;918;;0
15774;1180;;0.01
15774;1206;;-20
15774;1211;;5
15774;1212;1;
15774;1692;;4
15776;9;40;
15776;30;150;
15776;50;25;
15776;56;1;
15776;73;;11250
15776;182;3417;
15776;277;1;
15776;422;1;
15776;604;87;
15776;633;8;
15776;918;;0
15776;1180;;0.01
15776;1206;;-20
15776;1211;;3.8
15776;1212;1;
15776;1692;;4
15778;9;40;
15778;30;1750;
15778;50;40;
15778;56;1;
15778;73;;11250
15778;182;3417;
15778;277;1;
15778;422;1;
15778;604;87;
15778;633;7;
15778;918;;0
15778;1180;;0.01
15778;1206;;-20
15778;1211;;3
15778;1212;1;
15778;1692;;4
15780;9;40;
15780;30;5;
15780;50;15;
15780;56;1;
15780;73;;11250
15780;182;3417;
15780;277;1;
15780;422;1;
15780;604;87;
15780;633;8;
15780;918;;1.02
15780;1180;;0.01
15780;1206;;-20
15780;1211;;5
15780;1212;1;
15780;1692;;4
15782;9;40;
15782;30;3;
15782;50;10;
15782;56;1;
15782;73;;11250
15782;182;3417;
15782;277;1;
15782;422;1;
15782;604;87;
15782;633;8;
15782;918;;1.02
15782;1180;;0.01
15782;1206;;-20
15782;1211;;5
15782;1212;1;
15782;1692;;4
15784;9;40;
15784;30;150;
15784;50;25;
15784;56;1;
15784;73;;11250
15784;182;3417;
15784;277;1;
15784;422;1;
15784;604;87;
15784;633;8;
15784;918;;1.02
15784;1180;;0.01
15784;1206;;-20
15784;1211;;3.8
15784;1212;1;
15784;1692;;4
15786;9;40;
15786;30;1750;
15786;50;40;
15786;56;1;
15786;73;;11250
15786;182;3417;
15786;277;1;
15786;422;1;
15786;604;87;
15786;633;7;
15786;918;;1.02
15786;1180;;0.01
15786;1206;;-20
15786;1211;;3
15786;1212;1;
15786;1692;;4
15788;9;40;
15788;30;1;
15788;50;10;
15788;144;;0.8
15788;182;3424;
15788;277;2;
15788;422;1;
15788;633;8;
15788;1692;;4
15790;9;40;
15790;30;1;
15790;50;60;
15790;182;11579;
15790;277;1;
15790;306;;0.275
15790;422;1;
15790;560;25000;
15790;565;;0.65
15790;633;8;
15790;669;30000;
15790;916;;1.02
15790;1692;;4
15792;6;;7
15792;9;40;
15792;30;1;
15792;50;35;
15792;73;;10000
15792;128;1;
15792;182;3317;
15792;277;1;
15792;349;;16
15792;351;;8
15792;422;1;
15792;604;907;
15792;633;8;
15792;767;;17.5
15792;1692;;4
15794;6;;45
15794;9;40;
15794;30;8;
15794;50;10;
15794;73;;6000
15794;97;54;
15794;98;7350;
15794;182;3423;
15794;277;;1
15794;422;1;
15794;633;8;
15794;918;;0
15794;1180;;0.01
15794;1206;;-15
15794;1211;;2.6
15794;1212;1;
15794;1692;;4
15794;1895;;0.823529412
15794;1896;;0.95
15794;1897;;0.9875
15796;6;;150
15796;9;40;
15796;30;175;
15796;50;20;
15796;73;;12000
15796;97;180;
15796;98;14700;
15796;182;3423;
15796;277;2;
15796;422;1;
15796;633;8;
15796;918;;0
15796;1180;;0.01
15796;1206;;-15
15796;1211;;3.2
15796;1212;1;
15796;1692;;4
15796;1895;;0.470588235
15796;1896;;0.85
15796;1897;;0.9625
15798;6;;500
15798;9;40;
15798;30;2000;
15798;50;40;
15798;73;;24000
15798;97;600;
15798;98;29400;
15798;182;3423;
15798;277;3;
15798;422;1;
15798;633;8;
15798;918;;0
15798;1180;;0.01
15798;1206;;-15
15798;1211;;4.6
15798;1212;1;
15798;1692;;4
15798;1895;;0.024628163
15798;1896;;0.5
15798;1897;;0.875
15800;6;;45
15800;9;40;
15800;30;8;
15800;50;10;
15800;73;;6000
15800;97;54;
15800;98;7350;
15800;182;3423;
15800;277;;1
15800;422;1;
15800;633;8;
15800;918;;1.02
15800;1180;;0.01
15800;1206;;-15
15800;1211;;2.6
15800;1212;1;
15800;1692;;4
15800;1895;;0.823529412
15800;1896;;0.95
15800;1897;;0.9875
15802;6;;150
15802;9;40;
15802;30;175;
15802;50;20;
15802;73;;12000
15802;97;180;
15802;98;14700;
15802;182;3423;
15802;277;2;
15802;422;1;
15802;633;8;
15802;918;;1.02
15802;1180;;0.01
15802;1206;;-15
15802;1211;;3.2
15802;1212;1;
15802;1692;;4
15802;1895;;0.470588235
15802;1896;;0.85
15802;1897;;0.9625
15804;6;;500
15804;9;40;
15804;30;2000;
15804;50;40;
15804;73;;24000
15804;97;600;
15804;98;29400;
15804;182;3423;
15804;277;3;
15804;422;1;
15804;633;8;
15804;918;;1.02
15804;1180;;0.01
15804;1206;;-15
15804;1211;;4.6
15804;1212;1;
15804;1692;;4
15804;1895;;0.024628163
15804;1896;;0.5
15804;1897;;0.875
15806;9;40;
15806;30;1;
15806;50;20;
15806;64;;1.125
15806;182;3318;
15806;204;;0.895
15806;277;1;
15806;422;1;
15806;633;8;
15806;920;;1.02
15806;1692;;4
15808;9;40;
15808;30;1;
15808;50;20;
15808;64;;1.125
15808;182;3318;
15808;204;;0.895
15808;277;1;
15808;422;1;
15808;633;8;
15808;1692;;4
15810;9;40;
15810;30;1;
15810;50;20;
15810;64;;1.125
15810;182;3318;
15810;204;;0.895
15810;277;1;
15810;422;1;
15810;633;8;
15810;1692;;4
15812;9;40;
15812;149;;0.95
15812;182;3394;
15812;277;1;
15812;422;1;
15812;633;8;
15812;920;;1.02
15812;1076;;12.5
15812;1692;;4
15813;9;40;
15813;150;;0.85
15813;169;;-15.8
15813;182;3394;
15813;277;1;
15813;422;1;
15813;633;8;
15813;1076;;9.4
15813;1692;;4
15814;6;;8.4
15814;9;40;
15814;30;;990
15814;47;1;
15814;50;;58
15814;51;5850;
15814;54;31200;
15814;56;1;
15814;61;0;
15814;63;;0
15814;64;;1.98
15814;124;8627698;
15814;128;3;
15814;158;;12000
15814;160;;0.018375
15814;182;3307;
15814;183;3300;
15814;277;1;
15814;278;5;
15814;422;1;
15814;604;85;
15814;620;;400
15814;633;8;
15814;1180;;0.01
15814;1205;;-15
15814;1211;;0.7
15814;1212;1;
15814;1692;;4
15814;1768;;11321
15814;1795;;5000
15815;6;;2.8
15815;9;40;
15815;30;;63
15815;47;1;
15815;50;;33
15815;51;;3315
15815;54;;15600
15815;56;1;
15815;61;0;
15815;63;;0
15815;64;;2.28
15815;124;8627698;
15815;128;2;
15815;158;;6000
15815;160;;0.0375
15815;182;3304;
15815;183;3300;
15815;277;1;
15815;278;3;
15815;422;1;
15815;604;85;
15815;620;;125
15815;633;8;
15815;1180;;0.01
15815;1205;;-15
15815;1211;;0.6
15815;1212;1;
15815;1692;;4
15815;1768;;11321
15815;1795;;5000
15816;6;;0.826
15816;9;40;
15816;30;;2
15816;47;1;
15816;50;;6
15816;51;2600;
15816;54;7800;
15816;56;1;
15816;61;0;
15816;63;;0
15816;64;;1.98
15816;124;8627698;
15816;128;1;
15816;158;;3000
15816;160;;0.1365
15816;182;3301;
15816;183;3300;
15816;277;1;
15816;278;1;
15816;422;1;
15816;604;85;
15816;620;;40
15816;633;8;
15816;1180;;0.01
15816;1205;;-15
15816;1211;;0.6
15816;1212;1;
15816;1692;;4
15816;1768;;11321
15816;1795;;5000
15817;6;;16.8
15817;9;40;
15817;30;;1980
15817;47;1;
15817;50;;74
15817;51;9563;
15817;54;62400;
15817;56;1;
15817;61;0;
15817;63;;0
15817;64;;3.63
15817;124;8627698;
15817;128;3;
15817;158;;24000
15817;160;;0.01010625
15817;182;3307;
15817;183;3300;
15817;277;1;
15817;278;5;
15817;422;1;
15817;604;85;
15817;620;;400
15817;633;8;
15817;1180;;0.01
15817;1205;;-15
15817;1211;;1
15817;1212;1;
15817;1692;;4
15817;1768;;11321
15817;1795;;5000
15818;6;;12.32
15818;9;40;
15818;30;;1485
15818;47;1;
15818;50;;63
15818;51;7313;
15818;54;46800;
15818;56;1;
15818;61;0;
15818;63;;0
15818;64;;2.64
15818;124;8627698;
15818;128;3;
15818;158;;20000
15818;160;;0.0122535
15818;182;3307;
15818;183;3300;
15818;277;1;
15818;278;5;
15818;422;1;
15818;604;85;
15818;620;;400
15818;633;8;
15818;1180;;0.01
15818;1205;;-15
15818;1211;;0.8
15818;1212;1;
15818;1692;;4
15818;1768;;11321
15818;1795;;5000
15820;6;;5.6
15820;9;40;
15820;30;;179
15820;47;1;
15820;50;;42
15820;51;;5419
15820;54;;31200
15820;56;1;
15820;61;0;
15820;63;;0
15820;64;;4.17
15820;124;8627698;
15820;128;2;
15820;158;;12000
15820;160;;0.0205
15820;182;3304;
15820;183;3300;
15820;277;1;
15820;278;3;
15820;422;1;
15820;604;85;
15820;620;;125
15820;633;8;
15820;1180;;0.01
15820;1205;;-15
15820;1211;;1
15820;1212;1;
15820;1692;;4
15820;1768;;11321
15820;1795;;5000
15821;6;;3.612
15821;9;40;
15821;30;;143
15821;47;1;
15821;50;;37
15821;51;;4144
15821;54;;23400
15821;56;1;
15821;61;0;
15821;63;;0
15821;64;;3.04
15821;124;8627698;
15821;128;2;
15821;158;;10000
15821;160;;0.025
15821;182;3304;
15821;183;3300;
15821;277;1;
15821;278;3;
15821;422;1;
15821;604;85;
15821;620;;125
15821;633;8;
15821;1180;;0.01
15821;1205;;-15
15821;1211;;0.7
15821;1212;1;
15821;1692;;4
15821;1768;;11321
15821;1795;;5000
15823;6;;1.869
15823;9;40;
15823;30;;8
15823;47;1;
15823;50;;27
15823;51;4250;
15823;54;15600;
15823;56;1;
15823;61;0;
15823;63;;0
15823;64;;3.63
15823;124;8627698;
15823;128;1;
15823;158;;6000
15823;160;;0.0735
15823;182;3301;
15823;183;3300;
15823;277;1;
15823;278;1;
15823;292;0;
15823;422;1;
15823;604;85;
15823;620;;40
15823;633;8;
15823;1180;;0.01
15823;1205;;-15
15823;1211;;1
15823;1212;1;
15823;1692;;4
15823;1768;;11321
15823;1795;;5000
15824;6;;1.204
15824;9;40;
15824;30;;5
15824;47;1;
15824;50;;16
15824;51;3250;
15824;54;11700;
15824;56;1;
15824;61;0;
15824;63;;0
15824;64;;2.64
15824;124;8627698;
15824;128;1;
15824;158;;5000
15824;160;;0.08925
15824;182;3301;
15824;183;3300;
15824;277;1;
15824;278;1;
15824;422;1;
15824;604;85;
15824;620;;40
15824;633;8;
15824;1180;;0.01
15824;1205;;-15
15824;1211;;0.8
15824;1212;1;
15824;1692;;4
15824;1768;;11321
15824;1795;;5000
15825;6;;10.192
15825;9;40;
15825;30;;1980
15825;47;1;
15825;50;;58
15825;51;7875;
15825;54;6300;
15825;56;1;
15825;61;0;
15825;63;;0
15825;64;;4.59375
15825;124;8627698;
15825;128;3;
15825;158;;10000
15825;160;;0.05196
15825;182;3307;
15825;183;3300;
15825;277;1;
15825;278;5;
15825;422;1;
15825;604;85;
15825;620;;400
15825;633;8;
15825;1180;;0.01
15825;1210;;15
15825;1211;;0.9
15825;1212;1;
15825;1692;;4
15825;1768;;11328
15825;1795;;5000
15826;6;;1.1319
15826;9;40;
15826;30;;8
15826;47;1;
15826;50;;18
15826;51;3500;
15826;54;1575;
15826;56;1;
15826;61;0;
15826;63;;0
15826;64;;4.59375
15826;124;8627698;
15826;128;1;
15826;158;;2500
15826;160;;0.3798
15826;182;3301;
15826;183;3300;
15826;277;1;
15826;278;1;
15826;422;1;
15826;604;85;
15826;620;;40
15826;633;8;
15826;1180;;0.01
15826;1210;;15
15826;1211;;0.8
15826;1212;1;
15826;1692;;4
15826;1768;;11328
15826;1795;;5000
15827;6;;0.8722
15827;9;40;
15827;30;;8
15827;47;1;
15827;50;;13
15827;51;3000;
15827;54;1312;
15827;56;1;
15827;61;0;
15827;63;;0
15827;64;;3.69140625
15827;124;8627698;
15827;128;1;
15827;158;;2000
15827;160;;0.4032
15827;182;3301;
15827;183;3300;
15827;277;1;
15827;278;1;
15827;422;1;
15827;604;85;
15827;620;;40
15827;633;8;
15827;1180;;0.01
15827;1210;;15
15827;1211;;0.8
15827;1212;1;
15827;1692;;4
15827;1768;;11328
15827;1795;;5000
15828;6;;0.5243
15828;9;40;
15828;30;;4
15828;47;1;
15828;50;;8
15828;51;2000;
15828;54;1050;
15828;56;1;
15828;61;0;
15828;63;;0
15828;64;;2.296875
15828;124;8627698;
15828;128;1;
15828;158;;1500
15828;160;;0.438
15828;182;3301;
15828;183;3300;
15828;277;1;
15828;278;1;
15828;422;1;
15828;604;85;
15828;620;;40
15828;633;8;
15828;1180;;0.01
15828;1210;;15
15828;1211;;0.6
15828;1212;1;
15828;1692;;4
15828;1768;;11328
15828;1795;;5000
15829;6;;7.84
15829;9;40;
15829;30;;1540
15829;47;1;
15829;50;;53
15829;51;6750;
15829;54;5250;
15829;56;1;
15829;61;0;
15829;63;;0
15829;64;;3.69140625
15829;124;8627698;
15829;128;3;
15829;158;;8000
15829;160;;0.0552
15829;182;3307;
15829;183;3300;
15829;277;1;
15829;278;5;
15829;422;1;
15829;604;85;
15829;620;;400
15829;633;8;
15829;1180;;0.01
15829;1210;;15
15829;1211;;0.7
15829;1212;1;
15829;1692;;4
15829;1768;;11328
15829;1795;;5000
15830;6;;3.3957
15830;9;40;
15830;30;;179
15830;47;1;
15830;50;;33
15830;51;5250;
15830;54;3150;
15830;56;1;
15830;61;0;
15830;63;;0
15830;64;;4.59375
15830;124;8627698;
15830;128;2;
15830;158;;5000
15830;160;;0.12
15830;182;3304;
15830;183;3300;
15830;277;1;
15830;278;3;
15830;422;1;
15830;604;85;
15830;620;;125
15830;633;8;
15830;1180;;0.01
15830;1210;;15
15830;1211;;0.8
15830;1212;1;
15830;1692;;4
15830;1768;;11328
15830;1795;;5000
15831;6;;2.6166
15831;9;40;
15831;30;;132
15831;47;1;
15831;50;;31
15831;51;4500;
15831;54;2625;
15831;56;1;
15831;61;0;
15831;63;;0
15831;64;;3.69140625
15831;124;8627698;
15831;128;2;
15831;158;;4000
15831;160;;0.132
15831;182;3304;
15831;183;3300;
15831;277;1;
15831;278;3;
15831;422;1;
15831;604;85;
15831;620;;125
15831;633;8;
15831;1180;;0.01
15831;1210;;15
15831;1211;;0.7
15831;1212;1;
15831;1692;;4
15831;1768;;11328
15831;1795;;5000
15832;6;;1.568
15832;9;40;
15832;30;;88
15832;47;1;
15832;50;;26
15832;51;3000;
15832;54;2100;
15832;56;1;
15832;61;0;
15832;63;;0
15832;64;;2.296875
15832;124;8627698;
15832;128;2;
15832;158;;3000
15832;160;;0.144
15832;182;3304;
15832;183;3300;
15832;277;1;
15832;278;3;
15832;422;1;
15832;604;85;
15832;620;;125
15832;633;8;
15832;1180;;0.01
15832;1210;;15
15832;1211;;0.5
15832;1212;1;
15832;1692;;4
15832;1768;;11328
15832;1795;;5000
15833;6;;4.704
15833;9;40;
15833;30;;1100
15833;47;1;
15833;50;;44
15833;51;4500;
15833;54;4200;
15833;56;1;
15833;61;0;
15833;63;;0
15833;64;;2.296875
15833;124;8627698;
15833;128;3;
15833;158;;6000
15833;160;;0.06
15833;182;3307;
15833;183;3300;
15833;277;1;
15833;278;5;
15833;422;1;
15833;604;85;
15833;620;;400
15833;633;8;
15833;1180;;0.01
15833;1210;;15
15833;1211;;0.5
15833;1212;1;
15833;1692;;4
15833;1768;;11328
15833;1795;;5000
15834;6;;8.4
15834;9;40;
15834;30;;1100
15834;47;1;
15834;50;;58
15834;51;5850;
15834;54;28800;
15834;56;1;
15834;61;0;
15834;63;;0
15834;64;;2.0625
15834;124;8627698;
15834;128;3;
15834;158;;12000
15834;160;;0.018375
15834;182;3307;
15834;183;3300;
15834;277;1;
15834;278;5;
15834;422;1;
15834;604;85;
15834;620;;400
15834;633;8;
15834;1180;;0.01
15834;1205;;-15
15834;1211;;0.7
15834;1212;1;
15834;1692;;4
15834;1768;;11328
15834;1795;;5000
15835;6;;2.8
15835;9;40;
15835;30;;70
15835;47;1;
15835;50;;33
15835;51;;3315
15835;54;;14400
15835;56;1;
15835;61;0;
15835;63;;0
15835;64;;2.37
15835;124;8627698;
15835;128;2;
15835;158;;6000
15835;160;;0.0375
15835;182;3304;
15835;183;3300;
15835;277;1;
15835;278;3;
15835;422;1;
15835;604;85;
15835;620;;125
15835;633;8;
15835;1180;;0.01
15835;1205;;-15
15835;1211;;0.6
15835;1212;1;
15835;1692;;4
15835;1768;;11328
15835;1795;;5000
15836;6;;0.938
15836;9;40;
15836;30;;2
15836;47;1;
15836;50;;6
15836;51;2600;
15836;54;7200;
15836;56;1;
15836;61;0;
15836;63;;0
15836;64;;2.0625
15836;124;8627698;
15836;128;1;
15836;158;;3000
15836;160;;0.1365
15836;182;3301;
15836;183;3300;
15836;277;1;
15836;278;1;
15836;422;1;
15836;604;85;
15836;620;;40
15836;633;8;
15836;1180;;0.01
15836;1205;;-15
15836;1211;;0.6
15836;1212;1;
15836;1692;;4
15836;1768;;11328
15836;1795;;5000
15837;6;;16.8
15837;9;40;
15837;30;;2200
15837;47;1;
15837;50;;74
15837;51;9563;
15837;54;57600;
15837;56;1;
15837;61;0;
15837;63;;0
15837;64;;3.78125
15837;124;8627698;
15837;128;3;
15837;158;;24000
15837;160;;0.01010625
15837;182;3307;
15837;183;3300;
15837;277;1;
15837;278;5;
15837;422;1;
15837;604;85;
15837;620;;400
15837;633;8;
15837;1180;;0.01
15837;1205;;-15
15837;1211;;1
15837;1212;1;
15837;1692;;4
15837;1768;;11328
15837;1795;;5000
15838;6;;12.32
15838;9;40;
15838;30;;1650
15838;47;1;
15838;50;;63
15838;51;7313;
15838;54;43200;
15838;56;1;
15838;61;0;
15838;63;;0
15838;64;;2.75
15838;124;8627698;
15838;128;3;
15838;158;;20000
15838;160;;0.0122535
15838;182;3307;
15838;183;3300;
15838;277;1;
15838;278;5;
15838;422;1;
15838;604;85;
15838;620;;400
15838;633;8;
15838;1180;;0.01
15838;1205;;-15
15838;1211;;0.8
15838;1212;1;
15838;1692;;4
15838;1768;;11328
15838;1795;;5000
15840;6;;5.6
15840;9;40;
15840;30;;198
15840;47;1;
15840;50;;42
15840;51;;5419
15840;54;;28800
15840;56;1;
15840;61;0;
15840;63;;0
15840;64;;4.35
15840;124;8627698;
15840;128;2;
15840;158;;12000
15840;160;;0.0205
15840;182;3304;
15840;183;3300;
15840;277;1;
15840;278;3;
15840;422;1;
15840;604;85;
15840;620;;125
15840;633;8;
15840;1180;;0.01
15840;1205;;-15
15840;1211;;1
15840;1212;1;
15840;1692;;4
15840;1768;;11328
15840;1795;;5000
15841;6;;3.612
15841;9;40;
15841;30;;158
